postIdFinal,reason
64433308,length
49993026,tokens+length
52670029,tokens+length
64959882,tokens+length
63518038,length
35012783,length
64046720,tokens+length
17646241,length
56250012,length
26918211,length
29023605,length
28986383,tokens+length
60967366,length
60871364,length
54432956,length
46767333,length
7066339,tokens+length
56012922,length
46657686,tokens+length
53548697,length
64856588,length
18307467,length
39203224,length
62981307,length
23719921,length
43833540,tokens
29231111,length
64964520,length
43395390,length
45143357,length
24694403,tokens
24694403,tokens+length
24694403,tokens+length
58996546,tokens+length
62731666,length
10433017,length
33925698,length
33925698,length
35712980,length
44298081,length
45712439,length
20881716,tokens+length
51062412,length
41782333,length
29309974,length
22209729,length
17574695,tokens+length
59098822,tokens+length
56263185,tokens+length
14875714,length
53721733,tokens
31600668,length
53510727,length
46707020,tokens+length
32372911,length
17831894,length
54727112,length
64518462,length
13892734,length
46307213,tokens+length
49890750,length
51198875,tokens+length
45069141,length
59095314,length
61268756,tokens
16567294,length
12130378,tokens
46589058,length
55342616,tokens
28663919,length
40916955,length
30382509,length
54573993,tokens
54191204,length
54191204,length
64536470,length
55365671,length
28921029,length
61959987,length
3224358,length
29500181,tokens
19623885,length
49980394,tokens+length
64575939,length
33845985,length
49100043,length
62270257,tokens+length
62270257,tokens+length
20259624,length
26336365,length
54530490,tokens+length
50945363,length
17551898,length
43292729,length
43292729,tokens
50511519,length
53415079,tokens
39856447,length
43876475,length
42090830,length
59183173,length
32812882,tokens+length
13336768,length
43014155,length
12834865,length
51405230,tokens+length
26146919,tokens+length
55957506,length
19667051,length
19167823,length
35593283,length
15150563,tokens+length
60862889,length
62848526,length
63089291,length
61597527,length
62727095,tokens+length
38944362,length
38944362,length
45893483,length
1824057,tokens+length
33382262,length
56226108,tokens+length
48812016,length
4524445,length
32155306,tokens
36473795,length
35559134,tokens+length
54078665,tokens+length
55526202,length
47236834,length
64296910,length
23404377,length
37412390,length
61340799,length
34593137,length
48611191,tokens+length
49885773,length
50933912,tokens+length
51854661,tokens
32820466,length
50849178,tokens+length
5485473,length
5625412,length
62580640,length
23504889,length
16453539,length
55674762,tokens+length
45155272,tokens
28605894,length
20695097,tokens
48859161,tokens
28377669,tokens+length
32463667,tokens
43728431,length
9883010,length
57995377,tokens+length
36799023,tokens+length
24636483,tokens+length
30580156,tokens+length
8887671,tokens+length
9442771,length
18722547,length
43283567,length
61143843,length
58690537,length
53441175,tokens+length
55406649,tokens
64420348,length
50983486,length
44115379,tokens
52292942,length
27329063,tokens+length
5170057,length
33463503,length
54284305,tokens+length
60706848,length
53917956,length
38210364,length
64896146,length
8576104,length
11270524,length
20646551,tokens+length
23940937,tokens+length
58451696,tokens+length
52527276,tokens
63895974,tokens
2513027,length
38884984,length
55883249,length
3845577,length
43318984,length
29807509,length
61680900,length
27977103,tokens+length
45201916,length
46348464,length
48378996,tokens+length
35440078,tokens+length
36993272,tokens+length
48842326,tokens+length
44142175,length
44852589,length
62498637,tokens
62498637,length
39556719,tokens+length
38214065,length
55674955,length
22093001,tokens
56664450,length
38677508,length
55141947,length
41373712,tokens+length
57763670,length
28130848,tokens
61891307,length
63035114,tokens+length
63035114,tokens+length
41485660,tokens+length
50001356,length
12564837,length
32632035,length
34187739,length
43349328,length
57551837,length
64679893,length
34303294,tokens+length
41633639,tokens
63786661,tokens+length
46093874,length
45333252,length
45610939,tokens+length
58088486,length
60237621,length
30792068,tokens+length
46187801,length
39089637,length
23400897,length
42600222,length
42764451,tokens
54265073,tokens+length
33020644,length
58024639,length
28905822,length
54824893,length
51005915,length
63690536,length
64187478,tokens+length
64187478,tokens
64728658,length
57874246,length
51260935,length
52219853,tokens+length
52219853,length
46546362,tokens
18386529,length
22459421,tokens+length
50666790,length
59094843,tokens
58291846,length
18566293,length
29063229,tokens
54362498,length
30169179,length
54973313,length
54205720,tokens+length
62094382,length
52039703,tokens+length
62519019,length
57594859,length
34221336,tokens
10833320,length
36054645,tokens
51861871,length
13187926,tokens+length
15919686,length
46828371,length
60848161,length
60848161,length
26914464,tokens+length
31266550,length
4351804,length
6554539,length
63093676,length
33905875,length
23346433,tokens+length
30632344,length
60197269,length
48012711,length
14098638,length
56689815,tokens+length
56689815,length
49778790,length
65132480,tokens+length
48739752,length
64192067,length
38850951,length
50035862,length
56551477,tokens+length
52301904,length
12989122,length
48997401,length
51197276,length
61058194,length
61058194,length
10367431,tokens
46620802,tokens
46620802,length
19736188,tokens+length
47953966,length
38889156,tokens+length
55009785,length
57281635,tokens+length
19426940,tokens+length
55755796,tokens
49559335,length
40834282,tokens+length
50249481,length
48931032,tokens+length
47956695,tokens+length
16628088,length
51739943,length
50042134,tokens+length
38945245,length
50066313,tokens+length
43340282,length
36728243,length
31843800,tokens+length
31843800,tokens
19728765,tokens+length
14147685,length
14147685,tokens+length
51201968,length
51201968,length
35382579,length
51932688,length
51932688,length
57416442,length
49390112,length
23342108,tokens+length
60268629,length
53955354,length
20436766,length
46447888,length
40804995,length
44742945,tokens
44742945,length
35282482,length
47384049,tokens+length
50647450,tokens
63242702,length
47483988,length
48070146,length
58024196,length
17323801,length
57902920,tokens+length
57902920,length
22699921,tokens+length
22699921,tokens+length
40611694,length
30415275,tokens
33925568,length
42924864,length
42924864,length
56917779,tokens
62689680,tokens+length
20725426,length
53204945,length
40493195,length
40493195,length
21205074,tokens+length
54379261,length
57296876,length
63426171,tokens
58631807,length
30987118,length
3565245,tokens+length
64951014,length
54547571,length
41132123,tokens+length
14462335,tokens+length
63642220,length
53205960,length
25495012,tokens
62874826,length
56127988,length
44583223,length
60718574,length
24256013,length
43247858,length
54376147,length
61065872,length
45044342,tokens+length
57333240,tokens+length
63411275,length
28102433,length
61998668,length
46496938,length
46496938,length
46496938,length
48064082,length
7350301,length
58105494,tokens+length
59052529,tokens
50700797,tokens+length
59703214,tokens+length
36262538,length
46473815,length
7193850,tokens
43456857,length
52344305,length
54748048,tokens+length
54829090,length
63872666,tokens+length
64401055,length
37677097,length
18973374,tokens+length
58501206,length
43282447,length
43311616,length
53742792,length
53271964,tokens+length
49880956,tokens+length
46219138,tokens+length
47149056,length
14824870,length
33665949,length
54357189,length
29660602,tokens+length
65030112,length
60674017,length
25072059,tokens
46713758,length
39024274,length
30652162,length
6108301,tokens+length
60658826,tokens+length
9336020,length
41093691,tokens
40890068,length
37335938,length
22533591,length
22533591,tokens+length
22221198,tokens+length
49505457,length
48915073,tokens
6161697,tokens
18676859,tokens+length
20834040,length
21685507,tokens+length
58157586,length
36871287,length
37818305,tokens+length
55779132,length
21189005,tokens
40335136,tokens+length
49031690,length
64006212,length
37245338,tokens+length
39282612,length
36132257,tokens
27249543,tokens
28217801,tokens+length
61884902,length
37620980,tokens+length
38970832,tokens+length
52990208,length
31968738,length
50355546,length
7371141,tokens+length
7371141,length
50347675,tokens+length
50347675,length
2304952,length
24264454,length
56218780,length
56545632,length
52635572,tokens+length
43910252,length
19910270,tokens+length
12514216,length
58950682,tokens+length
52370693,tokens+length
61913923,length
54792373,length
37206687,length
54968998,length
55864117,tokens
34148296,tokens+length
37796598,tokens
46690579,length
40696591,length
63657368,length
32309177,length
10006610,tokens+length
57258231,tokens+length
60451730,tokens
47244350,length
62174029,tokens+length
44969743,tokens+length
44219517,length
63494603,tokens+length
61956446,length
45486782,length
27572652,length
52194186,length
47839606,length
37079251,tokens+length
44291199,length
27305988,length
61059518,tokens
58281189,length
42754520,length
32104950,tokens
46969719,tokens
48868188,tokens+length
56433134,length
63223761,length
58318532,length
58318532,length
53343366,length
30583211,tokens
20509614,tokens
64309664,tokens
62952303,length
61891422,length
24355388,length
60878021,tokens
36659453,tokens+length
30017500,tokens+length
56764383,tokens+length
55758783,tokens
37025914,length
50594581,tokens+length
10738914,tokens+length
10738914,tokens+length
34335685,length
33960125,length
31105604,length
3302910,length
3302910,length
52540728,length
61753182,tokens+length
61503086,tokens+length
56561552,tokens+length
63197045,length
60444782,tokens
53878760,length
53003985,length
53003985,length
37378849,tokens+length
23741405,tokens
44418343,length
24291847,length
30242964,tokens+length
24604685,length
61504377,tokens
64939226,length
46293240,length
22235784,tokens+length
37317575,length
52659755,length
39017243,length
23415332,tokens+length
37810469,length
56416657,tokens+length
55925310,length
51031364,tokens
19573221,length
57038428,tokens+length
29192149,length
56818028,length
34345337,length
34345337,length
47885194,tokens+length
49240440,length
35378744,length
35500018,length
49586490,length
53660511,tokens+length
55999832,tokens
54043086,tokens+length
44619900,tokens
59270135,tokens
53604876,tokens+length
47340480,length
60888381,tokens+length
55714098,length
50472520,length
50472520,tokens
64481889,tokens
20626133,length
45236978,length
57645991,tokens+length
54278685,length
34113305,length
41308369,length
8681726,length
14191889,tokens+length
18033419,length
18033419,length
49476334,length
26060407,length
52024350,length
11453004,length
55826086,length
55826086,length
52068630,tokens+length
24186384,length
38763626,length
48209410,tokens+length
52388831,length
27748283,tokens
32846824,tokens+length
18115955,length
31968920,length
57141086,tokens+length
58663853,length
37016642,length
28144361,tokens
45869131,tokens+length
56417975,length
51684312,tokens+length
58583846,tokens
61686863,length
39800353,length
49221565,length
47473888,tokens+length
31996310,length
28114943,tokens+length
52489949,length
39351139,length
64678567,length
64678567,length
7860209,length
57003382,tokens+length
53091407,length
19142527,tokens
19042753,tokens+length
48839482,length
9741391,tokens
47556634,length
43148516,length
51616315,tokens+length
25595638,tokens+length
58841118,tokens+length
29541644,length
11752538,tokens+length
54867468,tokens+length
38885370,length
6923930,length
39074931,length
48877522,length
52266980,tokens+length
49825770,tokens+length
57535246,length
60788146,tokens+length
56799651,length
49712889,length
41860129,length
60611432,tokens
17013965,length
17013965,length
56606260,tokens+length
51554490,length
46483876,length
8359207,tokens+length
57043582,length
53587006,length
13795976,tokens
62189743,tokens+length
45067094,length
54778199,length
13552535,length
24948721,tokens+length
49563615,tokens+length
43826225,length
37054980,tokens+length
45467143,length
27221446,tokens+length
38095478,tokens+length
51596522,length
34667030,length
35583267,tokens+length
62241387,length
40086086,length
60290296,length
13904015,tokens+length
49194575,tokens
49194575,tokens
49194575,length
37849073,tokens+length
60134299,tokens+length
36473267,length
34931322,length
43450830,length
36605535,tokens
58775695,length
35047840,length
42840667,length
38973604,tokens+length
42772304,length
22055358,tokens+length
43126991,tokens+length
19778168,length
51092015,tokens+length
64629046,length
43701598,length
29610633,length
51575931,tokens+length
54824630,length
54824630,length
24599590,length
38398172,tokens+length
42361589,tokens
23158447,length
63650283,tokens+length
43112036,length
45427666,tokens
31137835,length
8080794,length
8080794,length
43910152,tokens
6186918,length
34302774,length
37196647,length
46796023,length
24416691,tokens+length
6453652,length
34039884,tokens
52050023,tokens+length
30308838,tokens+length
47978454,length
41348373,tokens
49812284,tokens
7664483,length
49742713,length
5095748,tokens+length
13846556,length
2607488,length
63354462,tokens+length
45512140,tokens+length
49249404,length
58997147,tokens+length
44986869,length
63675712,length
43176076,tokens+length
58969625,length
55749036,length
31395780,length
41203765,length
58826752,tokens+length
54020126,length
54263591,length
16038341,length
23644100,tokens+length
35759296,length
59203693,length
37500363,tokens+length
37500363,length
55944041,length
51197615,tokens
50250025,length
4716647,tokens+length
34550843,length
27827812,length
41549908,length
33629722,length
56535244,length
58508616,tokens+length
37639605,tokens+length
38072048,length
55149551,tokens+length
46861966,tokens+length
62587325,tokens+length
62587325,length
25101436,length
56140710,tokens
22691845,length
43413253,length
64917244,length
51879956,length
55911687,tokens+length
31950588,length
31079444,tokens+length
53581872,length
30940477,length
48544236,length
21419423,length
48611132,length
48611132,tokens
30886500,tokens+length
55636513,length
31115347,tokens+length
48157005,tokens+length
31463985,length
13915137,tokens+length
55090492,tokens+length
56117411,length
64128307,tokens
25299155,length
43419370,length
41585041,length
43825581,tokens+length
29303913,length
37355466,length
44227763,tokens
51777395,length
36294325,length
52376115,length
45218183,tokens+length
47773888,tokens+length
22770931,tokens+length
17410361,tokens+length
29370483,length
50434132,length
42385468,length
40381438,length
7825261,tokens
39819505,tokens+length
28418128,length
23188405,length
52663926,tokens
62214735,length
53216313,length
60680491,length
51352094,length
57216784,tokens+length
49862092,tokens+length
42614963,length
46221671,length
47438330,length
47438330,tokens+length
47438330,length
45146913,length
20577806,tokens+length
20577806,tokens+length
16150108,length
39410335,length
34698446,length
36122917,tokens
10270349,length
45532788,tokens+length
58928981,length
61285695,length
36255054,length
21110373,length
21110373,length
8766792,tokens
39555227,length
49826635,tokens
64884809,length
50035426,tokens
35829360,tokens+length
35829360,length
15535927,length
23908180,tokens+length
11963019,tokens+length
51500403,tokens+length
57721461,length
47191791,tokens
15499397,tokens+length
29376158,tokens
64960976,tokens+length
23472935,tokens+length
40639071,length
38702175,length
43134741,length
4947682,length
4947682,tokens+length
57021799,length
48650933,length
32685317,length
53182452,length
24033153,tokens+length
54292348,length
46207841,length
31775366,tokens+length
20157495,tokens
49092390,length
28604895,length
43812836,length
45606384,length
45606384,tokens+length
19622656,length
24727901,tokens+length
24727901,tokens+length
49305858,length
16330416,length
22864480,length
23047827,length
11788472,length
14282095,length
52374407,length
62818909,tokens+length
36076395,length
53331760,tokens+length
53442489,length
57437923,tokens
50647368,tokens
61784939,length
54712249,tokens+length
30721393,length
7018134,length
15721126,length
47306920,tokens+length
37530872,tokens
30401062,tokens+length
3351272,length
32513525,length
53195927,length
40567739,length
53014503,tokens+length
36501697,length
53609099,tokens
61689961,length
60616005,tokens+length
22760200,length
51923876,tokens+length
56501631,length
61698803,length
49281487,length
34378600,length
28928619,length
60204499,length
39075814,tokens
54902002,length
59177430,tokens+length
17100926,tokens+length
28334091,length
24273662,length
48770884,length
33783328,length
59457149,tokens+length
17552385,tokens+length
47342601,tokens+length
44514339,tokens+length
44514339,tokens+length
52744147,tokens+length
52940326,tokens
41491096,length
56292096,tokens+length
56876685,length
39030080,tokens+length
59056693,tokens
18456739,tokens+length
18675485,length
56514144,length
54526851,tokens
43244717,length
23793207,tokens+length
12444956,tokens
42415822,tokens+length
61007998,length
36136063,tokens
4210938,length
23175978,length
15857953,tokens+length
60197113,length
28271049,length
52287359,length
29051573,length
49785181,length
10090406,tokens+length
59828741,length
46177399,length
53656280,length
53677396,length
59881647,tokens+length
45940137,tokens+length
61461364,length
56683193,tokens+length
20302028,length
37145549,length
37145549,length
39818994,length
61850708,length
52688583,tokens
6683538,length
50908144,length
42362089,length
43838718,tokens+length
43838718,length
39434996,tokens+length
39434996,tokens+length
9954948,tokens+length
17154126,length
17154126,length
1567777,length
54686914,length
14131920,length
64251996,tokens+length
32807410,length
51371736,length
59823483,length
35690892,length
61678579,length
43040282,length
36063070,length
53885082,tokens
45743383,length
45743383,length
9717224,length
54192369,tokens+length
46914116,tokens+length
57456069,tokens
57580702,length
44030720,length
30706799,length
53188570,length
44764482,length
49810587,length
3050298,tokens+length
38199722,tokens
22047251,length
18947458,length
33657061,length
39392021,length
61639985,length
48578627,length
39511378,length
39511378,length
50520407,length
60149225,length
46463216,length
63675240,tokens+length
9788119,length
59768597,length
59768597,tokens+length
14624714,length
61353864,length
54867922,length
59479878,length
59916531,tokens+length
59916531,tokens+length
57021581,length
37845872,tokens+length
12944806,length
12944806,length
59163453,tokens
30926214,length
20762662,length
43672680,length
64839434,tokens
24917910,length
57850349,length
62539293,length
34160529,length
48992179,length
53902502,length
53902502,length
56691961,tokens
60150707,length
27138649,tokens+length
50240030,length
49870254,length
41088225,length
28872013,length
58977902,length
60232200,tokens+length
43187677,length
64451975,length
39384749,length
36000895,length
29817447,tokens+length
45834637,length
26350025,tokens+length
54181911,tokens
56020017,tokens+length
52638979,tokens+length
26407296,length
58575666,tokens
29841865,length
18993675,length
63101261,length
51530592,length
64981852,tokens
54656364,length
20810630,length
20810630,length
51256916,tokens
8232544,length
44463293,tokens
14881841,tokens+length
31802550,length
23432599,tokens+length
46519778,length
53203442,tokens
58701321,length
58386372,length
27976276,length
63756874,length
49746552,length
38855717,length
49022608,length
51518733,length
48758700,length
17457782,length
26702695,length
48762266,tokens+length
56665820,tokens+length
31602831,length
21808760,length
40421086,length
37745851,length
53621048,length
5103093,length
53886076,tokens+length
59690682,tokens+length
14087853,length
36210191,length
53085615,tokens+length
63404894,length
31823723,length
40524998,length
62204312,tokens+length
36618986,length
15474882,tokens+length
52300429,tokens+length
46042829,tokens+length
57647441,length
33074452,tokens+length
45054211,length
56524062,length
46778541,tokens
51213313,length
22532548,tokens+length
22532548,tokens
33822210,tokens+length
19431468,length
52535359,tokens+length
58707383,length
10132881,tokens+length
10132881,length
58628550,length
45161245,tokens+length
6486178,length
58769946,tokens+length
44436791,length
44436791,tokens+length
53398740,tokens+length
49639362,tokens+length
57129138,tokens+length
54729271,length
43262056,length
56248117,length
26096564,tokens+length
63582113,length
51445890,tokens+length
58984238,length
57154512,tokens+length
57154512,tokens+length
8005202,length
58653598,length
57434115,tokens+length
13331381,length
12092935,tokens+length
12092935,length
24013779,length
36323482,length
51954482,tokens+length
59706535,length
47225783,length
47657030,length
47657030,length
52666308,tokens+length
17694159,length
27913806,tokens+length
50573054,length
57114165,length
55245784,length
51127170,length
63183228,length
62423249,length
43227758,length
28270708,length
28270708,length
45135304,length
45869611,length
53817296,length
55135746,tokens+length
42213568,length
29440189,length
38697722,length
7688725,length
47085328,length
47898221,length
47898221,length
41833350,length
4855720,tokens+length
52186825,length
53231504,length
50914759,tokens+length
42487680,length
51675198,tokens+length
47887131,length
36377777,length
34986998,length
54008791,length
23474940,length
43609595,length
39521964,length
27393399,tokens+length
41651862,length
58694242,length
34207694,length
32211904,length
30293071,length
43752187,length
59356223,length
38643151,length
14639491,length
63261076,length
55350956,length
31945314,length
64063710,length
49575105,length
59444927,length
15572746,length
63640578,length
54126065,length
1290601,length
47914696,length
57322077,tokens
21040578,tokens+length
47297175,tokens+length
39989150,tokens+length
53951387,tokens+length
57156028,tokens
42958384,tokens
52937779,tokens
45795645,length
16740012,tokens+length
61034989,length
27002614,length
47629343,length
53195655,tokens
34829286,length
53627251,length
45953751,length
28169697,length
28169697,length
5090999,length
25348289,tokens+length
45308808,length
49924132,tokens+length
45385424,tokens
44246167,length
51563524,length
63797049,length
51241340,length
51241340,tokens
21426971,length
24869562,length
37192366,length
59382676,length
50022540,tokens
50022540,tokens+length
19929757,length
45373648,length
44170811,length
34150400,length
63421057,length
250700,length
19671208,tokens
38190365,length
40527615,length
42009202,length
42009202,length
16689117,length
29017496,tokens+length
42036285,length
63233841,tokens+length
45965216,length
47875322,length
58705471,tokens+length
42443551,length
52359159,tokens+length
10272898,length
22882588,tokens+length
33951082,length
35630276,tokens+length
31954983,length
39562080,length
40910321,length
40910321,tokens+length
49803575,tokens
35185494,length
31892794,tokens+length
57246362,tokens
51860703,tokens
34351235,length
35102846,tokens+length
39433279,length
41575695,tokens
36046758,tokens+length
51123243,length
14118212,length
48230430,length
20662742,tokens
50411201,length
54725592,length
51807885,length
43743620,length
56805826,length
46939140,tokens+length
4772649,tokens
35263370,tokens+length
44158029,length
49147533,length
51349484,length
61570670,length
37788567,length
41538158,length
55281955,length
37440002,tokens+length
24634528,length
28687087,length
20252722,length
51018182,tokens+length
19738085,length
53210301,tokens+length
45550774,length
19237609,tokens+length
62833739,length
64216277,length
64216277,length
48685265,length
30758933,length
33591999,tokens
53010504,tokens+length
30308809,length
50437329,tokens+length
44432230,length
42678779,length
56598141,tokens+length
39362622,length
49111415,tokens+length
28904325,tokens+length
47243996,length
65084404,tokens+length
56129805,tokens
56944510,length
61215885,length
33705799,length
29735134,length
40201735,length
58679498,tokens+length
60029893,length
63114741,tokens+length
22155871,tokens+length
52206625,tokens+length
12318888,tokens
60964473,length
41714174,length
62584495,tokens
53558019,length
64443560,tokens
38516222,length
54669439,length
46632782,tokens+length
17598914,length
11887475,length
33826611,length
49948580,tokens+length
39828871,length
46504551,tokens+length
65091738,tokens+length
52001478,length
52001478,length
61990304,tokens+length
23492036,length
35248091,length
29871956,length
39656374,tokens+length
44774937,length
64450095,tokens+length
63012552,tokens+length
63012552,length
3661653,tokens+length
20165650,length
